transaction_text,category
College fees payment INR 8326 TXN4ac7205c,education
Water bill INR 49400 TXN8813d9e4,utilities
Medical test charges INR 43843 TXN743ef11d,healthcare
Hotel booking INR 34626 TXN53edf09f,travel
Crypto investment INR 31371 TXN5dcdcfc5,investment
Exam fee INR 21146 TXN65319d7a,education
Online course subscription INR 6066 TXNe06a9534,education
Clothing store bill INR 46671 TXNe0140f60,shopping
Flight ticket booking INR 36652 TXN8c88663f,travel
Stock purchase INR 45595 TXN76fe1a62,investment
Uber ride INR 32464 TXNdafdbf4b,travel
Zomato dinner INR 910 TXN1bd15bec,food
PPF contribution INR 25285 TXN4976dd34,investment
PPF contribution INR 6900 TXNd96f4e9d,investment
Water bill INR 38750 TXNb8a02787,utilities
Concert ticket INR 49889 TXN84a2bba6,entertainment
Electronics shopping INR 42995 TXN376e88ad,shopping
Bike loan EMI INR 6974 TXNcf9a0f7d,emi
Car loan EMI INR 23881 TXNe836fd60,emi
Medical test charges INR 40713 TXN11ccaea5,healthcare
Movie ticket booking INR 26277 TXN16940108,entertainment
Mutual fund SIP INR 18258 TXNd49f813a,investment
Doctor consultation INR 45025 TXN46c0d882,healthcare
Online shopping payment INR 42542 TXNfdca6e6a,shopping
Ola cab INR 30259 TXNbbb1a999,travel
Bus ticket INR 7272 TXN2e27f092,travel
Mutual fund SIP INR 30252 TXN0c0601da,investment
Personal loan installment INR 1923 TXN7c8b42ef,emi
Library fee INR 23115 TXNaf87b9d7,education
Amazon purchase INR 36114 TXN0bd659f7,shopping
Flight ticket booking INR 28327 TXN6217d555,travel
Stock purchase INR 26063 TXN8cecf15a,investment
Game purchase INR 33337 TXNc856c3ea,entertainment
Electricity bill payment INR 28973 TXN7c46bed0,utilities
Clothing store bill INR 6460 TXN41283521,shopping
Pizza delivery INR 25118 TXN8d0a4a94,food
Doctor consultation INR 19317 TXN9def663f,healthcare
PPF contribution INR 11626 TXNd2cc8468,investment
Online shopping payment INR 39859 TXNd90a3110,shopping
Library fee INR 7205 TXNfab5bcde,education
Pizza delivery INR 16364 TXN596ee2fd,food
Ola cab INR 7598 TXN63668b02,travel
Swiggy order INR 37748 TXN7fda3544,food
Flipkart order INR 4365 TXNfff6f413,shopping
Netflix subscription INR 18102 TXNf32e333b,entertainment
Crypto investment INR 45893 TXN3db356a8,investment
Medical test charges INR 25798 TXN02e676c0,healthcare
Ola cab INR 48148 TXN9f92bec6,travel
Electronics shopping INR 13531 TXN2d7fdecf,shopping
Car loan EMI INR 22832 TXNb33cc022,emi
Online shopping payment INR 18922 TXN3dd5ee51,shopping
Swiggy order INR 12179 TXN3fe9b046,food
Game purchase INR 48487 TXN221628a6,entertainment
Flipkart order INR 11206 TXNcf622f4d,shopping
Electricity bill payment INR 10971 TXN33bf9d81,utilities
Personal loan installment INR 29883 TXN2df30d94,emi
Home loan EMI INR 43699 TXNca8473e0,emi
Library fee INR 21942 TXN36f865d5,education
Zomato dinner INR 17340 TXN007559f5,food
Ola cab INR 44562 TXN122a1db5,travel
Food court payment INR 23128 TXN73efa1e5,food
College fees payment INR 32051 TXN3e6322bf,education
PPF contribution INR 7218 TXN2d626903,investment
Lunch at hotel INR 1189 TXN1b9f2efc,food
Flipkart order INR 34474 TXN6ea216fa,shopping
Movie ticket booking INR 49529 TXN8f585e35,entertainment
Home loan EMI INR 6603 TXNf0c6c3f7,emi
Clothing store bill INR 29712 TXN7c1986ce,shopping
Exam fee INR 35813 TXNa6909328,education
Electronics shopping INR 16665 TXNc48eb6ed,shopping
Internet recharge INR 938 TXNe8fe229d,utilities
Gas bill payment INR 46590 TXNa69e31e3,utilities
Mobile recharge INR 43561 TXN240892ba,utilities
College fees payment INR 17740 TXN3f41bb37,education
Netflix subscription INR 9742 TXN06165cbb,entertainment
Doctor consultation INR 43262 TXN7fe66254,healthcare
Personal loan installment INR 32675 TXNfc4f4f61,emi
Zomato dinner INR 37902 TXN7d39f4cc,food
Pharmacy medicine purchase INR 13570 TXN1993e56a,healthcare
Ola cab INR 24808 TXNbbf938aa,travel
Flight ticket booking INR 41133 TXN6c68e44d,travel
Game purchase INR 34581 TXN31e010f2,entertainment
Personal loan installment INR 44553 TXN51ae3174,emi
Gas bill payment INR 25676 TXN20e383f5,utilities
Pharmacy medicine purchase INR 20321 TXN61e9445e,healthcare
Mutual fund SIP INR 38029 TXN37ed6973,investment
Concert ticket INR 40182 TXN03af52b3,entertainment
Train ticket IRCTC INR 29870 TXN034ea16b,travel
Gas bill payment INR 7271 TXN37025aaa,utilities
Cafe coffee INR 44976 TXN247ab087,food
Credit card EMI INR 44674 TXNd1712fdf,emi
Bike loan EMI INR 19041 TXN08889cb6,emi
Movie ticket booking INR 19949 TXN35b15fda,entertainment
Exam fee INR 4284 TXNf4ea9832,education
Amazon purchase INR 29794 TXNc74e85c1,shopping
Zomato dinner INR 18597 TXN925de034,food
Uber ride INR 32055 TXN00919b48,travel
Amazon purchase INR 28251 TXN8c003dea,shopping
Electricity bill payment INR 3320 TXNaa17a3ea,utilities
Flipkart order INR 23001 TXN6e4e4db4,shopping
Online shopping payment INR 43652 TXNa5a90155,shopping
Movie ticket booking INR 5686 TXN34ae2435,entertainment
Flipkart order INR 48091 TXN0138a1dc,shopping
PPF contribution INR 38403 TXN0502b3fd,investment
Flight ticket booking INR 14393 TXN271c912a,travel
Cafe coffee INR 23291 TXN55d53f02,food
PPF contribution INR 27743 TXNb186daf1,investment
Hospital bill INR 17171 TXNc7705e9b,healthcare
Online shopping payment INR 20414 TXN747d60ec,shopping
Bike loan EMI INR 28611 TXN80bfc2d2,emi
Mobile recharge INR 9171 TXNf7945d41,utilities
Fixed deposit investment INR 8942 TXNb625b494,investment
Doctor consultation INR 19780 TXNc341dd34,healthcare
Amazon purchase INR 19536 TXN29016044,shopping
Online course subscription INR 24689 TXN8807cad6,education
Hospital bill INR 9133 TXN5d58833f,healthcare
Game purchase INR 45540 TXN5c216274,entertainment
Mobile recharge INR 44952 TXNdb1b7029,utilities
Internet recharge INR 23262 TXN65eb20b0,utilities
Medical test charges INR 27608 TXN36d5bf66,healthcare
Medical test charges INR 1863 TXN9c20a043,healthcare
Netflix subscription INR 27635 TXN0402f240,entertainment
Ola cab INR 40368 TXN0e1b29b0,travel
Flipkart order INR 38082 TXN39a1d45e,shopping
Concert ticket INR 8391 TXNfe02ba90,entertainment
Concert ticket INR 3558 TXN2398b30a,entertainment
Doctor consultation INR 26457 TXN35f2d66b,healthcare
Cafe coffee INR 33998 TXN8564f4e3,food
College fees payment INR 5598 TXN8b73f90f,education
Restaurant bill INR 42640 TXN740549b1,food
Flight ticket booking INR 39000 TXN4526f306,travel
Flight ticket booking INR 37106 TXN7476aae3,travel
Exam fee INR 4038 TXN5566d4aa,education
Bus ticket INR 38363 TXNf8072aa8,travel
Netflix subscription INR 46028 TXN9be9cec9,entertainment
Crypto investment INR 9497 TXN46adb0ea,investment
Game purchase INR 8989 TXNc1e462a6,entertainment
Stock purchase INR 19769 TXNfd326cc7,investment
Amazon purchase INR 31832 TXNfe6d659c,shopping
Mutual fund SIP INR 4450 TXN36908d13,investment
Zomato dinner INR 39620 TXN4d936c30,food
Hotel booking INR 6398 TXN5a09d1f0,travel
Stock purchase INR 6839 TXN966488fd,investment
College fees payment INR 33198 TXN5ccc7475,education
Library fee INR 3697 TXN2b181992,education
Flight ticket booking INR 26563 TXN9d48a97f,travel
Online course subscription INR 15446 TXN4744469d,education
Concert ticket INR 40207 TXNc289c78c,entertainment
College fees payment INR 28384 TXNf0d54940,education
Home loan EMI INR 12161 TXN398a12a6,emi
Car loan EMI INR 11241 TXN4eea1ca8,emi
Movie ticket booking INR 31255 TXN3fcbe485,entertainment
Exam fee INR 19019 TXNd5827b8b,education
Hotel booking INR 32356 TXN6083bb54,travel
Gas bill payment INR 25686 TXNe8c60fb2,utilities
Hospital bill INR 30456 TXN336773e6,healthcare
Medical test charges INR 9760 TXN7985c687,healthcare
Restaurant bill INR 30005 TXNbbdb2d7d,food
Hotel booking INR 25571 TXNd51199ba,travel
Food court payment INR 19891 TXN1b5de177,food
Pizza delivery INR 42676 TXN907313d4,food
College fees payment INR 23297 TXN937c878d,education
Credit card EMI INR 47436 TXN38a2b745,emi
Exam fee INR 647 TXN9a1f4529,education
Personal loan installment INR 32859 TXN71a9a9ff,emi
Movie ticket booking INR 22911 TXN61656fa2,entertainment
Game purchase INR 33672 TXN89a97e9e,entertainment
Ola cab INR 43036 TXNe196bcb1,travel
Personal loan installment INR 43037 TXN970a154c,emi
Internet recharge INR 46920 TXNd93142f2,utilities
Personal loan installment INR 43201 TXN9699a9e8,emi
Electronics shopping INR 4520 TXNfd6bf154,shopping
Library fee INR 30966 TXN258106d7,education
Bike loan EMI INR 46482 TXN74069746,emi
Concert ticket INR 8531 TXNa2e7d651,entertainment
Mobile recharge INR 38108 TXNb83b0e90,utilities
Mobile recharge INR 40516 TXN79dda2d5,utilities
Hospital bill INR 2994 TXN0875f11f,healthcare
Lunch at hotel INR 48079 TXNc4bf6fb8,food
Car loan EMI INR 6376 TXNa1299572,emi
Train ticket IRCTC INR 44570 TXNa73cadcd,travel
Exam fee INR 49851 TXNad381081,education
Stock purchase INR 6959 TXN06bdf1a1,investment
Credit card EMI INR 49583 TXN03fc5a6f,emi
Hospital bill INR 4108 TXN47eb535c,healthcare
Amazon purchase INR 2502 TXNc9b8e0d7,shopping
Train ticket IRCTC INR 24581 TXN21d2f214,travel
Zomato dinner INR 21097 TXN60e013b3,food
Bus ticket INR 29509 TXNf015dc9c,travel
Doctor consultation INR 41822 TXN61677160,healthcare
Movie ticket booking INR 12876 TXN2939df4b,entertainment
Electronics shopping INR 28722 TXN75692575,shopping
Flipkart order INR 13235 TXN94019ff7,shopping
Credit card EMI INR 34687 TXN54cb3738,emi
Mutual fund SIP INR 38199 TXN58da9737,investment
Pizza delivery INR 43871 TXNf764328c,food
Ola cab INR 2228 TXN09e1a85b,travel
Home loan EMI INR 23614 TXNc25b0b82,emi
Hospital bill INR 22378 TXNfa36a06e,healthcare
Bike loan EMI INR 32567 TXN2db88842,emi
Stock purchase INR 37429 TXN56bfc251,investment
Exam fee INR 23412 TXNf5574379,education
Movie ticket booking INR 4451 TXN27640cf8,entertainment
Library fee INR 41040 TXN123c949d,education
Hospital bill INR 37349 TXN6a4a60c0,healthcare
Ola cab INR 33948 TXN4245b473,travel
Amazon purchase INR 7778 TXNd8d3aad6,shopping
Online course subscription INR 3423 TXN86f330b4,education
Concert ticket INR 1527 TXNf25c7f4f,entertainment
Fixed deposit investment INR 16524 TXN745f9aa8,investment
Pharmacy medicine purchase INR 4503 TXN6563be75,healthcare
Personal loan installment INR 4950 TXN78013c2b,emi
Movie ticket booking INR 33981 TXNdbea59c2,entertainment
Concert ticket INR 26213 TXN9020482a,entertainment
Food court payment INR 45762 TXN9b4ae73b,food
Hotel booking INR 30916 TXN6c86fa72,travel
Amazon purchase INR 2165 TXN643631ea,shopping
Internet recharge INR 17147 TXN68f0f711,utilities
Fixed deposit investment INR 3942 TXNa0d40417,investment
Car loan EMI INR 35903 TXNce37c51c,emi
Electricity bill payment INR 15491 TXN54f33779,utilities
College fees payment INR 37002 TXN8baa0b8c,education
Restaurant bill INR 4687 TXN8335c5a1,food
Hospital bill INR 36188 TXN9dbe65d7,healthcare
Online course subscription INR 17778 TXNd579bcf5,education
Swiggy order INR 2383 TXNaafad467,food
Online course subscription INR 42670 TXN28ab28f6,education
Internet recharge INR 31349 TXN44905035,utilities
Flipkart order INR 1455 TXN1da61666,shopping
Swiggy order INR 12906 TXNd7c9acf7,food
Game purchase INR 44741 TXNa3868cb5,entertainment
Food court payment INR 31649 TXNacede2c6,food
Cafe coffee INR 24772 TXNff5f92a4,food
Credit card EMI INR 46012 TXN0db114da,emi
Doctor consultation INR 7624 TXN2f777d49,healthcare
College fees payment INR 40397 TXNe11817a2,education
Gas bill payment INR 12740 TXNae086ae4,utilities
Internet recharge INR 3846 TXNb5d6140e,utilities
Stock purchase INR 6078 TXN6039a851,investment
Zomato dinner INR 27120 TXN543055b1,food
Netflix subscription INR 1026 TXN2e27ca6f,entertainment
Mutual fund SIP INR 5070 TXNec2d4a33,investment
Zomato dinner INR 28791 TXN418b65ff,food
Personal loan installment INR 2915 TXN52273221,emi
Gas bill payment INR 39529 TXN841a0924,utilities
Fixed deposit investment INR 8551 TXN3d7c31a1,investment
Medical test charges INR 43145 TXNab451add,healthcare
Bus ticket INR 5083 TXN2d0d92a9,travel
Flight ticket booking INR 35678 TXNb6142f53,travel
PPF contribution INR 46269 TXNe56cef46,investment
Water bill INR 29117 TXNf21b1e7a,utilities
Clothing store bill INR 36186 TXN3182c352,shopping
Flipkart order INR 34577 TXNfe476eaa,shopping
Clothing store bill INR 45779 TXN88f4ee4b,shopping
Netflix subscription INR 3588 TXNcf0fee31,entertainment
Internet recharge INR 46285 TXN12dc6b8f,utilities
Exam fee INR 5191 TXNd9db5dbc,education
Stock purchase INR 34193 TXN4fc3b49d,investment
Fixed deposit investment INR 48671 TXNd104a1a1,investment
Movie ticket booking INR 8094 TXN6757bd64,entertainment
Water bill INR 2400 TXN4095549c,utilities
PPF contribution INR 42642 TXN7a30b872,investment
College fees payment INR 1445 TXNc71f9c77,education
College fees payment INR 17764 TXN6e8c6acf,education
Online shopping payment INR 25227 TXN03b4f094,shopping
Amazon purchase INR 3963 TXN7e7c5667,shopping
Online shopping payment INR 25211 TXNb41a78a3,shopping
College fees payment INR 25123 TXNbaf50602,education
Medical test charges INR 2960 TXNd540398b,healthcare
Stock purchase INR 24909 TXNa887b92f,investment
Credit card EMI INR 34947 TXN44ba0d33,emi
Pizza delivery INR 20048 TXNc09786e9,food
Food court payment INR 22843 TXN68599499,food
Food court payment INR 49495 TXN8c7c728c,food
Gas bill payment INR 49419 TXN4c0900a8,utilities
Mutual fund SIP INR 22394 TXN5d2a035c,investment
Medical test charges INR 47840 TXNdb9e915c,healthcare
Lunch at hotel INR 7207 TXN479c02e9,food
Game purchase INR 47320 TXN35846d3e,entertainment
Online shopping payment INR 30426 TXN90196dd1,shopping
Pharmacy medicine purchase INR 10702 TXN3420146b,healthcare
Medical test charges INR 48915 TXNc69aaefe,healthcare
Stock purchase INR 1045 TXNa6d19acc,investment
Clothing store bill INR 5655 TXN20d1deb6,shopping
Crypto investment INR 19437 TXN2b104936,investment
Mobile recharge INR 25910 TXNf510f3db,utilities
Food court payment INR 18024 TXNe4fae0bf,food
Gas bill payment INR 43253 TXN1ba68acb,utilities
Online shopping payment INR 858 TXN695120d8,shopping
Flight ticket booking INR 37303 TXN16120686,travel
Gas bill payment INR 11766 TXN4efbb286,utilities
Library fee INR 1181 TXN39dfb98c,education
College fees payment INR 30618 TXN9db5caf2,education
Restaurant bill INR 31520 TXNe5ef9837,food
Movie ticket booking INR 26828 TXN70a32799,entertainment
Food court payment INR 5263 TXNeb7e7c1c,food
Online shopping payment INR 36189 TXNf0f3510f,shopping
Electricity bill payment INR 28914 TXN5088dca2,utilities
Personal loan installment INR 18147 TXN20967d2a,emi
Electronics shopping INR 8387 TXN945be3fb,shopping
Stock purchase INR 9677 TXN72020abb,investment
Zomato dinner INR 7550 TXN488b9570,food
Zomato dinner INR 44905 TXNc541a338,food
Game purchase INR 38053 TXN1437d434,entertainment
Electricity bill payment INR 36318 TXNbf8bb9da,utilities
Mutual fund SIP INR 46878 TXNd6cd4379,investment
Clothing store bill INR 1106 TXN98869ba0,shopping
Mobile recharge INR 47125 TXN01df8250,utilities
Food court payment INR 15431 TXNe3ef5615,food
Electricity bill payment INR 5127 TXNefdf4347,utilities
Game purchase INR 7467 TXNc27cd522,entertainment
Netflix subscription INR 15580 TXNffdb7eb9,entertainment
Fixed deposit investment INR 37429 TXNd51aebf3,investment
Internet recharge INR 4728 TXNb8df739a,utilities
Pharmacy medicine purchase INR 9426 TXNe1fe0c5b,healthcare
Restaurant bill INR 39828 TXNcc2fb175,food
Gas bill payment INR 26797 TXN9605f035,utilities
Internet recharge INR 19321 TXN609fb221,utilities
Zomato dinner INR 24187 TXN25f653c7,food
Restaurant bill INR 9884 TXN0122e985,food
Swiggy order INR 39963 TXN2a73d8bf,food
Fixed deposit investment INR 33525 TXN4e6285ba,investment
Concert ticket INR 14131 TXN46a6000b,entertainment
Hospital bill INR 43111 TXNac853166,healthcare
Credit card EMI INR 42596 TXN0880a676,emi
Uber ride INR 14768 TXN8c6309e2,travel
Game purchase INR 35371 TXN45a9133e,entertainment
Hotel booking INR 3420 TXNfb7940dc,travel
Library fee INR 20820 TXN36336f86,education
Flipkart order INR 37749 TXN58832242,shopping
Flipkart order INR 21590 TXNe08cfbd2,shopping
Fixed deposit investment INR 15181 TXN59829fdc,investment
Exam fee INR 49083 TXNf23f6b3e,education
Bus ticket INR 15847 TXN460df139,travel
Library fee INR 23766 TXN061d99c4,education
Flight ticket booking INR 36780 TXNa74ca3ce,travel
Netflix subscription INR 23793 TXNaeeff033,entertainment
Online course subscription INR 29473 TXN8e3a341b,education
Doctor consultation INR 37362 TXNd734c046,healthcare
Bike loan EMI INR 16102 TXN52237aa2,emi
Doctor consultation INR 39735 TXNe679d78a,healthcare
Clothing store bill INR 22435 TXN7398713a,shopping
Electricity bill payment INR 5391 TXNd222d10c,utilities
Medical test charges INR 33147 TXN7fd74ff0,healthcare
Bike loan EMI INR 32437 TXN0f58b71d,emi
Stock purchase INR 29807 TXNc0d845e2,investment
Zomato dinner INR 7966 TXNe723fe25,food
Pharmacy medicine purchase INR 36394 TXNc3864212,healthcare
College fees payment INR 8333 TXN25f758b6,education
Lunch at hotel INR 28323 TXN7eca0932,food
Pizza delivery INR 10990 TXNa647a32e,food
Ola cab INR 33794 TXNd080af0f,travel
Game purchase INR 27729 TXN7209c789,entertainment
Water bill INR 26416 TXNa230ce09,utilities
Movie ticket booking INR 46710 TXN009b2837,entertainment
Amazon purchase INR 22123 TXN3d770cb6,shopping
Mobile recharge INR 39945 TXN5f301500,utilities
Bus ticket INR 3014 TXNa8d33fe5,travel
Bus ticket INR 23312 TXNdd37cfb9,travel
Library fee INR 41392 TXN531b6d2a,education
Library fee INR 19008 TXN973e26b8,education
Online course subscription INR 48116 TXN80dfc820,education
Bike loan EMI INR 33432 TXNb00d0e09,emi
Ola cab INR 560 TXNd0cbadc1,travel
Internet recharge INR 24912 TXN06be2f14,utilities
Internet recharge INR 11631 TXNf75f5bf9,utilities
Concert ticket INR 6400 TXNb441d082,entertainment
Fixed deposit investment INR 32378 TXN57e3e8e6,investment
Electricity bill payment INR 37020 TXN5a295387,utilities
Game purchase INR 18744 TXN33d6fe98,entertainment
Internet recharge INR 20928 TXN235715a6,utilities
Car loan EMI INR 2798 TXN3d00ad40,emi
PPF contribution INR 34072 TXNa1a3f670,investment
Online shopping payment INR 40385 TXNd05701f3,shopping
Electricity bill payment INR 22813 TXN7e415587,utilities
Flipkart order INR 7819 TXNea2e272e,shopping
Clothing store bill INR 31942 TXN711df9c7,shopping
Online course subscription INR 11146 TXN38899ea3,education
Clothing store bill INR 39775 TXNf44852ef,shopping
Ola cab INR 43725 TXN5565474c,travel
Flipkart order INR 6339 TXN7cbedaff,shopping
Crypto investment INR 33388 TXNa674ccec,investment
Home loan EMI INR 39266 TXNe1bb174a,emi
Food court payment INR 35302 TXN53b25296,food
Mutual fund SIP INR 32055 TXN935994bd,investment
Restaurant bill INR 13363 TXNe4af6de4,food
Online shopping payment INR 28001 TXN628869d0,shopping
Online course subscription INR 29793 TXN50c0e1aa,education
Amazon purchase INR 46990 TXNde5eb0ec,shopping
Train ticket IRCTC INR 28378 TXNfa710834,travel
Exam fee INR 5742 TXN53343ed0,education
Personal loan installment INR 47998 TXNc70dd0ca,emi
Flight ticket booking INR 5231 TXN88b76fdb,travel
Mutual fund SIP INR 21487 TXN19c63dc1,investment
Bike loan EMI INR 22026 TXNbb508bbc,emi
Electronics shopping INR 41378 TXNe09ba1e2,shopping
Netflix subscription INR 46371 TXNaa2bb35d,entertainment
Electricity bill payment INR 28451 TXN304b96e4,utilities
Bus ticket INR 34213 TXNc52d1d11,travel
Water bill INR 36630 TXN3c1553bb,utilities
Pizza delivery INR 41159 TXN3592f384,food
Zomato dinner INR 9020 TXN269cec3e,food
Doctor consultation INR 44178 TXN053bdf0b,healthcare
Fixed deposit investment INR 30859 TXN7f89c484,investment
Credit card EMI INR 12312 TXN9b7c6d2f,emi
Exam fee INR 8687 TXNe66eb9da,education
Mutual fund SIP INR 33886 TXN4c04b058,investment
Mutual fund SIP INR 28513 TXN6c5e9ccd,investment
Train ticket IRCTC INR 36601 TXN6998ec4c,travel
Stock purchase INR 2593 TXN7f61bd33,investment
Pharmacy medicine purchase INR 40248 TXN8fe8a708,healthcare
Doctor consultation INR 41843 TXN060e57f0,healthcare
Internet recharge INR 34814 TXN0f0c71ca,utilities
Personal loan installment INR 15247 TXNf22b6839,emi
Electronics shopping INR 32177 TXN27fef7fc,shopping
Pharmacy medicine purchase INR 35663 TXNc2ab3abb,healthcare
Exam fee INR 6376 TXN9116cf0b,education
Mutual fund SIP INR 49527 TXN3c5b902c,investment
Electronics shopping INR 29355 TXN4b9d1a68,shopping
Water bill INR 43462 TXNdfc8583d,utilities
Hospital bill INR 11597 TXNfe74a4b6,healthcare
Exam fee INR 43343 TXNbf7ff757,education
Flight ticket booking INR 45726 TXNb9f0cd54,travel
Doctor consultation INR 31752 TXN668d55ef,healthcare
Library fee INR 45087 TXNe31416e6,education
Mutual fund SIP INR 19116 TXNafefddb0,investment
Online shopping payment INR 14147 TXN526f67e0,shopping
Hospital bill INR 36898 TXNd3ad87f0,healthcare
Gas bill payment INR 44286 TXNa2ddfdc4,utilities
Internet recharge INR 25699 TXNcc0a7d30,utilities
Library fee INR 26177 TXN479de227,education
Amazon purchase INR 17634 TXN27706b0d,shopping
Online course subscription INR 22321 TXN0f427ba7,education
Restaurant bill INR 29386 TXN9dc44cfd,food
Doctor consultation INR 37569 TXNd43a47e4,healthcare
Bike loan EMI INR 13563 TXNe48b41e7,emi
Hotel booking INR 40076 TXN8f37f28b,travel
Water bill INR 39696 TXNdee62cf7,utilities
Netflix subscription INR 47381 TXN336b2a8f,entertainment
Lunch at hotel INR 24900 TXNf515f4b1,food
Bus ticket INR 21892 TXN4af697e6,travel
Mobile recharge INR 4209 TXN6cb6dfaf,utilities
Food court payment INR 13842 TXNcfab775b,food
Mobile recharge INR 13054 TXNea10d942,utilities
Bike loan EMI INR 25971 TXN642fbfbd,emi
Fixed deposit investment INR 10627 TXN6de9e665,investment
Gas bill payment INR 27142 TXN7e74f4a9,utilities
Crypto investment INR 48109 TXN4aa3c0a6,investment
Mutual fund SIP INR 2414 TXN5eed46de,investment
Lunch at hotel INR 34558 TXNbf081f4c,food
Hotel booking INR 26129 TXN9a3ea819,travel
College fees payment INR 10335 TXNdf4cc709,education
Clothing store bill INR 1638 TXNc72f0569,shopping
Stock purchase INR 2263 TXN589ba14b,investment
Amazon purchase INR 24813 TXN5435ab42,shopping
Doctor consultation INR 48581 TXNb218f7e9,healthcare
Amazon purchase INR 5065 TXN6135bacd,shopping
Hotel booking INR 47374 TXN8165d873,travel
Hospital bill INR 1016 TXN997014e0,healthcare
Movie ticket booking INR 6312 TXN8e0eb000,entertainment
Doctor consultation INR 39744 TXNe9e8597e,healthcare
Clothing store bill INR 27912 TXN16a2828b,shopping
Netflix subscription INR 19851 TXNda381e05,entertainment
Electronics shopping INR 13331 TXNbfcdd0ab,shopping
Flight ticket booking INR 43044 TXNad59485d,travel
Library fee INR 19136 TXN844c0342,education
Hospital bill INR 14615 TXNbf8d0006,healthcare
Pharmacy medicine purchase INR 31726 TXN4a51d022,healthcare
Online shopping payment INR 33250 TXN1320e2e4,shopping
PPF contribution INR 1178 TXNfd30678e,investment
Library fee INR 24477 TXNdcdea699,education
Netflix subscription INR 29689 TXNe6263f93,entertainment
Crypto investment INR 1681 TXNcb242183,investment
Doctor consultation INR 29350 TXNe886e262,healthcare
Internet recharge INR 36956 TXN99670e20,utilities
Bus ticket INR 20406 TXN32ee3454,travel
Water bill INR 41332 TXN38b7ec2f,utilities
Uber ride INR 36808 TXNdd1d313b,travel
Car loan EMI INR 32150 TXN9454559e,emi
Mutual fund SIP INR 9312 TXNadbb1641,investment
Medical test charges INR 34351 TXN7224a03d,healthcare
Mutual fund SIP INR 32386 TXNd2baf97d,investment
Electronics shopping INR 20461 TXNbb140246,shopping
Water bill INR 2442 TXNeaffa5ba,utilities
Mobile recharge INR 39288 TXN74eeaeca,utilities
Hospital bill INR 17623 TXNdf459bac,healthcare
Crypto investment INR 32079 TXNd90941ff,investment
Game purchase INR 20563 TXN59d97281,entertainment
Fixed deposit investment INR 30286 TXN0f0d78ae,investment
College fees payment INR 6934 TXN5a0e51ca,education
Hospital bill INR 24670 TXNfc5311a3,healthcare
Home loan EMI INR 10672 TXNac0b60ce,emi
Netflix subscription INR 10941 TXN5914ac62,entertainment
PPF contribution INR 7499 TXN2899ade3,investment
Cafe coffee INR 32502 TXNde36bba3,food
Bike loan EMI INR 31978 TXNca39b49d,emi
Bike loan EMI INR 27453 TXNd6aa081d,emi
Hospital bill INR 19497 TXN5d0d697b,healthcare
Train ticket IRCTC INR 19332 TXNd52ea6e4,travel
Online shopping payment INR 21177 TXN6f1e5a35,shopping
Mobile recharge INR 42662 TXN7a198b25,utilities
Car loan EMI INR 19068 TXN04af6daf,emi
Movie ticket booking INR 40289 TXN73a0a045,entertainment
Mobile recharge INR 39667 TXN5d971e5a,utilities
Electronics shopping INR 30385 TXN2f2dc16b,shopping
Fixed deposit investment INR 48989 TXNeef342f7,investment
Car loan EMI INR 34415 TXNb13efeff,emi
College fees payment INR 20870 TXN69258e43,education
Doctor consultation INR 9903 TXN50dedd5d,healthcare
College fees payment INR 417 TXNe8f75f53,education
Flipkart order INR 13109 TXN8720c704,shopping
Hotel booking INR 30104 TXN61ceb29b,travel
Electricity bill payment INR 4054 TXN6ad8ae4e,utilities
Online course subscription INR 4425 TXN94c08b9a,education
Mobile recharge INR 14863 TXNa2c46c11,utilities
Electricity bill payment INR 12674 TXN51e3b4f8,utilities
Clothing store bill INR 27979 TXNdcb5aa7a,shopping
Clothing store bill INR 40977 TXNe09488ae,shopping
Pharmacy medicine purchase INR 36823 TXN2100096f,healthcare
Movie ticket booking INR 5127 TXN136483b9,entertainment
Home loan EMI INR 47934 TXN7307b918,emi
Fixed deposit investment INR 11736 TXN1fcd47b4,investment
Online shopping payment INR 6755 TXN89ae1802,shopping
Bike loan EMI INR 38540 TXN5fa2214b,emi
Pharmacy medicine purchase INR 37776 TXN7bfdad86,healthcare
Online shopping payment INR 43860 TXN871a9a55,shopping
Online course subscription INR 11066 TXNf561ab61,education
Lunch at hotel INR 15243 TXN568efdb5,food
Mutual fund SIP INR 40349 TXN9bc4d162,investment
Car loan EMI INR 10851 TXNd588d52e,emi
College fees payment INR 21240 TXN530338fe,education
Uber ride INR 9026 TXNddcdb11e,travel
Game purchase INR 27929 TXN358dd22d,entertainment
Exam fee INR 19878 TXN8993bf51,education
Netflix subscription INR 15829 TXNa973adc8,entertainment
Game purchase INR 24777 TXN9c3f653b,entertainment
Medical test charges INR 23314 TXN269201f1,healthcare
Online shopping payment INR 20823 TXN4f9dece7,shopping
Netflix subscription INR 39724 TXNb25b4770,entertainment
Stock purchase INR 41584 TXN9a6f7d87,investment
Flipkart order INR 28705 TXNfb7fadef,shopping
Game purchase INR 32168 TXN3ec1b4e7,entertainment
Amazon purchase INR 36612 TXN3a951997,shopping
Pharmacy medicine purchase INR 11716 TXN33c140f8,healthcare
Lunch at hotel INR 24015 TXNe39d82c0,food
Exam fee INR 47792 TXN0975d9db,education
Doctor consultation INR 40484 TXN36b9c205,healthcare
